parse_date;parse_time;class;direction;departure;return;carrier_fw;carrier_bw;flights;direct;channel;agent;fics;fare;taxes;com%;com_abs;t%;dis/mar;nf%;nc%;nt%;sale;ldiff;max diff;need diff%;need diff;nnf%;nnc%;nnt%;fake/no fare;hidden;ota1;ota2;ota3;ota1n;ota2n;ota3n;1posurl;2posurl;3posurl;count;mdm_markup;pmode;pos_offer;carrier_fd_valid;carrier_bw_valid;flightnumbers;ott_place;ott_price
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;U6;;DME-LED-U6-0-0950-1130;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Biletix.ru;ozon.travel;Svyaznoy Travel;1426;1435;1460;;;;1;;manual;1;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;U6;;DME-LED-U6-0-1150-1320;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Biletix.ru;ozon.travel;Svyaznoy Travel;1426;1435;1460;;;;1;;manual;2;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-0140-0305;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;3;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-0630-0755;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;4;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-0810-0930;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;5;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-0950-1110;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;6;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-1045-1205;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;7;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-1145-1310;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1600;1600;1600;;;;1;;manual;8;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-1535-1655;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;9;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-1740-1900;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;10;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-1900-2020;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;11;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-2025-2145;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;12;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-2145-2310;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1600;1600;1600;;;;1;;manual;13;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-2300-0020;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;14;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;VKO-LED-SU-0-2355-0115;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Biletix.ru;Trip.ru;1600;1600;1600;;;;1;;manual;15;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-0110-0245;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;16;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-0750-0925;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;17;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-0905-1040;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;18;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-1015-1150;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;19;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-1205-1340;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;20;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-1525-1700;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;21;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-1825-2000;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;22;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;S7;;DME-LED-S7-0-2040-2215;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Tickets.ru;S7 Airlines;ozon.travel;1700;1700;1700;;;;1;;manual;23;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;SVO-LED-SU-0-0100-0220;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1875;1875;1875;;;;1;;manual;24;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;SVO-LED-SU-0-0640-0805;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1875;1875;1875;;;;1;;manual;25;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;SVO-LED-SU-0-0710-0830;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1875;1875;1875;;;;1;;manual;26;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;SVO-LED-SU-0-0815-0940;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1875;1875;1875;;;;1;;manual;27;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;SVO-LED-SU-0-0905-1030;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1875;1875;1875;;;;1;;manual;28;;;;0;
2017/02/27;04:31:24;;MOW-LED;2017-03-10;;SU;;SVO-LED-SU-0-1010-1135;true;skyscanner;;;;;;;;;;;;;;;;;;;;;;Aeroflot;Trip.ru;Tickets.ru;1875;1875;1875;;;;1;;manual;29;;;;0;
